#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.4331  -12.1209  -11.8449  -11.6138  -11.6003  -11.4774  -11.4079   -4.0306   -3.5290   -3.1656   -2.8150   -2.6706   -2.6398   -2.5016   -2.2156   -2.0768   -1.9612   -1.6468   -1.5084   -1.3606   -1.0385   -1.0151   -0.8330   -0.6223   -0.3368    0.7090    0.8182    0.8913    0.9311    1.7106    1.8619    1.9427    2.0374    2.0554    2.1025    4.3348    5.0852    5.7839    5.8420    5.8528    6.1812
  0.4434  -12.1141  -11.8523  -11.6138  -11.5975  -11.4805  -11.4083   -4.0268   -3.5285   -3.1673   -2.8041   -2.6659   -2.6529   -2.5016   -2.1989   -2.0661   -1.9698   -1.6696   -1.5143   -1.3659   -1.0295   -1.0081   -0.8332   -0.6262   -0.3335    0.7072    0.8178    0.8911    0.9287    1.7092    1.8592    1.9447    2.0391    2.0563    2.1027    4.3278    5.0898    5.8145    5.8372    5.8463    6.1846
  0.4537  -12.1079  -11.8590  -11.6139  -11.5947  -11.4832  -11.4085   -4.0236   -3.5281   -3.1687   -2.7930   -2.6661   -2.6617   -2.5018   -2.1821   -2.0566   -1.9793   -1.6894   -1.5202   -1.3701   -1.0217   -1.0017   -0.8334   -0.6298   -0.3306    0.7056    0.8175    0.8910    0.9266    1.7081    1.8569    1.9464    2.0402    2.0574    2.1027    4.3218    5.0938    5.8258    5.8458    5.8477    6.1947
  0.4640  -12.1026  -11.8648  -11.6141  -11.5923  -11.4856  -11.4088   -4.0209   -3.5278   -3.1699   -2.7815   -2.6791   -2.6582   -2.5022   -2.1657   -2.0486   -1.9893   -1.7058   -1.5259   -1.3732   -1.0154   -0.9961   -0.8334   -0.6329   -0.3282    0.7043    0.8172    0.8911    0.9248    1.7072    1.8549    1.9480    2.0408    2.0588    2.1026    4.3167    5.0971    5.8160    5.8491    5.8777    6.1633
  0.4743  -12.0982  -11.8695  -11.6143  -11.5902  -11.4876  -11.4089   -4.0188   -3.5275   -3.1708   -2.7697   -2.6920   -2.6553   -2.5026   -2.1503   -2.0425   -1.9994   -1.7186   -1.5307   -1.3755   -1.0104   -0.9916   -0.8334   -0.6355   -0.3263    0.7031    0.8169    0.8913    0.9234    1.7066    1.8532    1.9493    2.0410    2.0603    2.1023    4.3128    5.0996    5.8082    5.8502    5.9097    6.1285
  0.4846  -12.0950  -11.8729  -11.6145  -11.5886  -11.4891  -11.4091   -4.0173   -3.5273   -3.1715   -2.7579   -2.7047   -2.6532   -2.5030   -2.1371   -2.0385   -2.0082   -1.7278   -1.5345   -1.3771   -1.0068   -0.9882   -0.8334   -0.6375   -0.3249    0.7022    0.8167    0.8916    0.9223    1.7062    1.8519    1.9503    2.0409    2.0617    2.1019    4.3099    5.1014    5.8026    5.8510    5.9413    6.0949
  0.4949  -12.0930  -11.8751  -11.6146  -11.5876  -11.4900  -11.4091   -4.0164   -3.5271   -3.1719   -2.7462   -2.7169   -2.6518   -2.5034   -2.1277   -2.0368   -2.0142   -1.7334   -1.5368   -1.3779   -1.0047   -0.9861   -0.8333   -0.6387   -0.3241    0.7016    0.8166    0.8919    0.9216    1.7060    1.8511    1.9509    2.0406    2.0629    2.1014    4.3081    5.1026    5.7992    5.8515    5.9702    6.0649
  0.5053  -12.0923  -11.8758  -11.6146  -11.5873  -11.4903  -11.4092   -4.0161   -3.5271   -3.1720   -2.7378   -2.7255   -2.6513   -2.5036   -2.1243   -2.0365   -2.0161   -1.7354   -1.5376   -1.3782   -1.0040   -0.9854   -0.8333   -0.6391   -0.3238    0.7013    0.8165    0.8923    0.9212    1.7060    1.8506    1.9513    2.0402    2.0640    2.1009    4.3076    5.1029    5.7980    5.8516    5.9854    6.0493
  0.5053  -12.0923  -11.8758  -11.6146  -11.5873  -11.4903  -11.4092   -4.0161   -3.5271   -3.1720   -2.7378   -2.7255   -2.6513   -2.5036   -2.1243   -2.0365   -2.0161   -1.7354   -1.5376   -1.3782   -1.0040   -0.9854   -0.8333   -0.6391   -0.3238    0.7013    0.8165    0.8923    0.9212    1.7060    1.8506    1.9513    2.0402    2.0640    2.1009    4.3076    5.1029    5.7980    5.8516    5.9854    6.0493
  0.5112  -12.0922  -11.8758  -11.6146  -11.5873  -11.4903  -11.4092   -4.0159   -3.5272   -3.1719   -2.7382   -2.7255   -2.6510   -2.5036   -2.1261   -2.0349   -2.0159   -1.7354   -1.5376   -1.3779   -1.0058   -0.9836   -0.8334   -0.6391   -0.3242    0.7015    0.8166    0.8928    0.9206    1.7058    1.8504    1.9522    2.0418    2.0624    2.1004    4.3076    5.1022    5.7981    5.8511    5.9862    6.0490
  0.5172  -12.0921  -11.8759  -11.6148  -11.5872  -11.4903  -11.4092   -4.0154   -3.5274   -3.1716   -2.7388   -2.7259   -2.6505   -2.5035   -2.1312   -2.0308   -2.0147   -1.7364   -1.5368   -1.3769   -1.0106   -0.9790   -0.8337   -0.6389   -0.3252    0.7018    0.8166    0.8928    0.9208    1.7056    1.8502    1.9530    2.0434    2.0610    2.1001    4.3079    5.0999    5.7981    5.8498    5.9885    6.0482
  0.5231  -12.0918  -11.8760  -11.6150  -11.5871  -11.4904  -11.4092   -4.0146   -3.5278   -3.1712   -2.7398   -2.7266   -2.6497   -2.5034   -2.1387   -2.0268   -2.0109   -1.7383   -1.5354   -1.3752   -1.0164   -0.9733   -0.8342   -0.6386   -0.3267    0.7022    0.8167    0.8922    0.9217    1.7056    1.8500    1.9537    2.0448    2.0596    2.0997    4.3083    5.0961    5.7981    5.8476    5.9922    6.0468
  0.5291  -12.0915  -11.8762  -11.6153  -11.5869  -11.4905  -11.4092   -4.0135   -3.5284   -3.1705   -2.7411   -2.7277   -2.6487   -2.5032   -2.1476   -2.0252   -2.0032   -1.7411   -1.5333   -1.3728   -1.0228   -0.9673   -0.8350   -0.6382   -0.3288    0.7027    0.8168    0.8912    0.9233    1.7057    1.8497    1.9545    2.0461    2.0584    2.0995    4.3090    5.0910    5.7982    5.8448    5.9972    6.0448
  0.5350  -12.0910  -11.8764  -11.6158  -11.5867  -11.4906  -11.4092   -4.0120   -3.5291   -3.1696   -2.7426   -2.7290   -2.6475   -2.5030   -2.1574   -2.0253   -1.9928   -1.7445   -1.5307   -1.3696   -1.0294   -0.9612   -0.8359   -0.6377   -0.3314    0.7034    0.8168    0.8898    0.9255    1.7058    1.8494    1.9551    2.0470    2.0574    2.0992    4.3098    5.0844    5.7983    5.8414    6.0034    6.0423
